Station	Lat	Lon	State
US10adam001	40.568	-98.5069	NE
US10adam002	40.5093	-98.5493	NE
US10adam003	40.4663	-98.6537	NE
US10adam004	40.4798	-98.4026	NE
US10adam006	40.4372	-98.5912	NE
US10adam007	40.5389	-98.4713	NE
US10adam008	40.4953	-98.2973	NE
US10adam010	40.5532	-98.6297	NE
US10adam011	40.4078	-98.6161	NE
US10adam012	40.62	-98.39	NE
US10adam013	40.66	-98.42	NE
US10adam015	40.6258	-98.7034	NE
US10adam016	40.64	-98.3949	NE
US10adam017	40.6567	-98.4789	NE
US10adam019	40.6114	-98.5543	NE
US10adam022	40.5936	-98.4299	NE
US10adam023	40.5981	-98.4732	NE
US10adam024	40.3901	-98.2715	NE
US10adam025	40.6004	-98.3986	NE
US10adam027	40.5998	-98.4723	NE
US10adam028	40.4653	-98.6517	NE
US10adam029	40.5536	-98.3166	NE
US10adam032	40.3571	-98.4208	NE
US10adam033	40.4127	-98.3538	NE
US10adam034	40.6129	-98.6482	NE
US10adam035	40.607	-98.4588	NE
US10adam036	40.5609	-98.402	NE
US10adam039	40.602	-98.4048	NE
US10adam041	40.434	-98.4389	NE
US10adam043	40.5917	-98.5092	NE
US10adam045	40.6121	-98.3888	NE
US10adam046	40.5443	-98.4208	NE
US10adam047	40.5917	-98.4287	NE
US10adam051	40.4166	-98.5341	NE
US10adam056	40.58	-98.3717	NE
US10adam057	40.6607	-98.5535	NE
US10ante003	42.3374	-98.2405	NE
US10arth002	41.3955	-101.4074	NE
US10bann001	41.6581	-103.6151	NE
US10bann005	41.6415	-103.9481	NE
US10bann006	41.5589	-103.7407	NE
US10bann007	41.5037	-103.7634	NE
US10bann008	41.6363	-103.6842	NE
US10bann009	41.6804	-103.6852	NE
US10blai001	41.9138	-99.9644	NE
US10blai003	41.7609	-100.2353	NE
US10blai004	41.9043	-100.2657	NE
US10blai005	42.0189	-100.1227	NE
US10blai006	42.0715	-100.0649	NE
US10blai008	41.803	-100.2225	NE
US10blai010	41.9224	-99.7449	NE
US10blai011	41.8838	-100.174	NE
US10blai012	41.8194	-100.1071	NE
US10boon002	41.5249	-97.9933	NE
US10boon003	41.7571	-98.2343	NE
US10boon004	41.684	-97.9872	NE
US10boon005	41.6402	-97.9951	NE
US10boon006	41.502	-98.158	NE
US10boon007	41.8655	-98.2295	NE
US10boon008	41.6273	-98.2379	NE
US10boon009	41.6685	-97.8945	NE
US10boon010	41.6689	-98.1166	NE
US10boon011	41.8518	-98.0448	NE
US10box_001	42.1911	-102.9518	NE
US10box_003	42.017	-102.9953	NE
US10box_004	42.1486	-102.749	NE
US10box_005	42.3195	-103.0705	NE
US10box_006	42.3653	-102.9952	NE
US10box_007	42.1675	-102.8005	NE
US10box_008	42.2712	-103.141	NE
US10box_009	42.3968	-102.8848	NE
US10box_010	42.116	-103.4295	NE
US10box_013	42.1138	-102.8901	NE
US10box_014	42.2981	-102.8596	NE
US10box_020	42.3167	-103.0787	NE
US10box_023	42.4093	-102.7894	NE
US10box_024	42.3263	-102.9934	NE
US10box_030	42.2357	-103.3072	NE
US10boyd002	42.9095	-98.8492	NE
US10boyd003	42.9141	-98.6603	NE
US10boyd005	42.9096	-98.8428	NE
US10brow001	42.5359	-99.7092	NE
US10brow003	42.636	-100.015	NE
US10brow004	42.5375	-100.1208	NE
US10brow005	42.6748	-99.7695	NE
US10brow006	42.5718	-100.0545	NE
US10brow007	42.6988	-100.0668	NE
US10brow008	42.3248	-100.061	NE
US10brow009	42.3171	-100.0112	NE
US10buff001	40.7826	-99.1023	NE
US10buff002	40.7062	-99.1142	NE
US10buff003	40.9445	-98.8465	NE
US10buff004	40.6908	-99.094	NE
US10buff005	40.8588	-98.9216	NE
US10buff006	40.9223	-99.3868	NE
US10buff007	40.9903	-98.8699	NE
US10buff008	40.9593	-98.9631	NE
US10buff010	40.9789	-99.0637	NE
US10buff011	40.7725	-98.7306	NE
US10buff012	40.7494	-98.8479	NE
US10buff013	40.6995	-99.4062	NE
US10buff015	40.8477	-99.3277	NE
US10buff017	40.7236	-99.1035	NE
US10buff018	40.665	-99.0852	NE
US10buff019	40.9728	-98.8024	NE
US10buff020	40.7407	-99.0647	NE
US10buff025	40.7412	-99.1602	NE
US10buff034	40.8144	-98.8403	NE
US10buff036	40.7853	-99.1653	NE
US10buff039	40.8153	-98.8355	NE
US10burt001	41.7267	-96.1557	NE
US10burt002	41.6965	-96.3619	NE
US10burt003	41.8593	-96.4701	NE
US10burt004	41.7859	-96.4065	NE
US10butl003	41.1229	-97.367	NE
US10butl004	41.219	-97.349	NE
US10butl005	41.185	-97.2542	NE
US10butl008	41.158	-96.9952	NE
US10butl010	41.2963	-97.3493	NE
US10butl011	41.3221	-97.3465	NE
US10butl013	41.3565	-97.2356	NE
US10butl015	41.0706	-97.3672	NE
US10butl020	41.2557	-97.1301	NE
US10cass001	40.9946	-95.8976	NE
US10cass005	40.865	-96.1171	NE
US10cass010	40.8048	-96.4467	NE
US10cass011	41.0289	-95.9874	NE
US10ceda001	42.628	-97.27	NE
US10ceda002	42.7652	-97.3027	NE
US10ceda003	42.4974	-97.4279	NE
US10ceda004	42.6983	-97.4464	NE
US10ceda005	42.8151	-97.4648	NE
US10ceda006	42.4971	-97.2691	NE
US10ceda008	42.6702	-97.1716	NE
US10ceda009	42.5654	-97.1363	NE
US10ceda010	42.7432	-97.1706	NE
US10ceda011	42.8013	-97.368	NE
US10ceda012	42.5044	-97.2076	NE
US10ceda013	42.6702	-97.1716	NE
US10ceda014	42.3951	-97.0319	NE
US10ceda015	42.3722	-97.3592	NE
US10ceda016	42.5973	-97.022	NE
US10ceda017	42.6787	-97.4261	NE
US10ceda020	42.7043	-97.3915	NE
US10ceda021	42.8092	-97.2482	NE
US10ceda026	42.7285	-97.2466	NE
US10chas001	40.5158	-101.6451	NE
US10chas002	40.4629	-101.5907	NE
US10chas003	40.4085	-101.6227	NE
US10chas004	40.6257	-101.5369	NE
US10chas005	40.5495	-101.7773	NE
US10chas006	40.4949	-101.8424	NE
US10chas007	40.629	-101.9119	NE
US10chas008	40.5493	-101.9893	NE
US10chas009	40.6615	-101.4202	NE
US10chas010	40.5253	-101.6226	NE
US10chas011	40.5667	-101.7244	NE
US10chas012	40.4836	-101.9051	NE
US10chas013	40.6768	-101.9156	NE
US10chas016	40.5227	-101.9864	NE
US10chas017	40.6122	-101.3454	NE
US10chas018	40.5089	-101.3614	NE
US10chas019	40.5059	-101.4966	NE
US10chas021	40.4253	-101.4242	NE
US10chas023	40.6832	-101.6432	NE
US10chas024	40.3657	-101.4365	NE
US10chas025	40.4213	-101.7182	NE
US10chas026	40.6249	-101.7822	NE
US10chas027	40.4702	-101.748	NE
US10chas028	40.4688	-101.541	NE
US10chas029	40.4434	-101.7821	NE
US10chas030	40.5789	-101.4193	NE
US10chas031	40.3793	-101.5415	NE
US10chas032	40.3773	-101.855	NE
US10chas033	40.393	-101.7795	NE
US10chas034	40.4309	-101.4868	NE
US10chas035	40.6539	-101.4379	NE
US10chas036	40.6376	-101.4573	NE
US10chas037	40.4152	-101.3746	NE
US10cher001	42.3495	-101.1024	NE
US10cher004	42.1461	-100.5307	NE
US10cher005	42.872	-100.5448	NE
US10cher006	42.3039	-100.2193	NE
US10cher007	42.942	-100.71	NE
US10cher008	42.9975	-100.2211	NE
US10cher009	42.4568	-100.5756	NE
US10cher010	42.198	-101.777	NE
US10cher011	42.6624	-100.4779	NE
US10cher012	42.4781	-100.9129	NE
US10cher013	42.3536	-100.6312	NE
US10cher014	42.293	-100.3597	NE
US10cher016	42.9375	-101.2438	NE
US10cher017	42.7032	-100.6163	NE
US10cher018	42.9955	-101.7119	NE
US10cher019	42.8679	-101.4056	NE
US10cher022	42.9816	-100.5682	NE
US10cher023	42.6315	-100.6702	NE
US10cher024	42.82	-101.2825	NE
US10cher025	42.6558	-100.2688	NE
US10cher026	42.4186	-101.557	NE
US10cher027	42.8978	-101.2733	NE
US10cher028	42.8151	-101.613	NE
US10cher032	42.6638	-100.6651	NE
US10chey002	41.2638	-102.8855	NE
US10chey003	41.4098	-102.972	NE
US10chey004	41.1548	-103.1077	NE
US10chey005	41.04	-102.96	NE
US10chey007	41.127	-102.97	NE
US10chey008	41.1491	-102.6355	NE
US10chey009	41.1059	-102.8108	NE
US10chey010	41.3766	-103.0495	NE
US10chey012	41.2225	-102.726	NE
US10chey013	41.2369	-102.8361	NE
US10chey014	41.3945	-103.0327	NE
US10chey015	41.2922	-102.8016	NE
US10chey016	41.414	-102.695	NE
US10chey017	41.2098	-103.2978	NE
US10chey018	41.3722	-103.1112	NE
US10chey019	41.3264	-102.9948	NE
US10chey021	41.1554	-102.9844	NE
US10chey022	41.1271	-102.9594	NE
US10chey024	41.4188	-102.9737	NE
US10chey025	41.1289	-102.9701	NE
US10chey026	41.2586	-103.2644	NE
US10chey027	41.1772	-103.2022	NE
US10chey028	41.0317	-102.9277	NE
US10chey029	41.3956	-103.3643	NE
US10chey030	41.3903	-103.2967	NE
US10chey031	41.175	-102.6462	NE
US10chey032	41.0675	-102.6314	NE
US10chey033	41.0246	-103.2684	NE
US10chey034	41.2661	-102.9896	NE
US10chey035	41.118	-103.1154	NE
US10chey036	41.1334	-103.2254	NE
US10chey037	41.0622	-103.2221	NE
US10chey038	41.2362	-102.6945	NE
US10chey040	41.3504	-103.2507	NE
US10chey041	41.202	-103.163	NE
US10chey045	41.2807	-102.9306	NE
US10chey046	41.189	-103.2204	NE
US10chey047	41.0054	-102.9378	NE
US10chey049	41.0492	-103.1975	NE
US10chey053	41.0856	-102.6689	NE
US10chey056	41.3499	-102.8094	NE
US10chey060	41.1339	-102.9777	NE
US10clay002	40.3504	-97.897	NE
US10clay004	40.5318	-98.107	NE
US10clay005	40.4019	-97.9945	NE
US10clay007	40.5099	-98.2439	NE
US10clay008	40.4549	-98.0329	NE
US10clay009	40.6115	-98.2773	NE
US10clay012	40.6698	-98.1668	NE
US10clay013	40.4615	-98.0694	NE
US10clay015	40.6114	-97.8523	NE
US10clay017	40.4517	-97.9066	NE
US10clay018	40.526	-98.0537	NE
US10clay019	40.5402	-98.2414	NE
US10clay020	40.5245	-98.1652	NE
US10clay021	40.4813	-98.1273	NE
US10clay023	40.4473	-98.0466	NE
US10clay024	40.6942	-98.0532	NE
US10clay025	40.4224	-98.2226	NE
US10clay027	40.4522	-98.2156	NE
US10clay029	40.4086	-98.1087	NE
US10clay037	40.5967	-97.8673	NE
US10clay039	40.6236	-98.0925	NE
US10clay041	40.5199	-98.0526	NE
US10clay044	40.6101	-97.8621	NE
US10colf001	41.7014	-97.0731	NE
US10colf002	41.5837	-97.0027	NE
US10colf003	41.596	-97.1614	NE
US10colf005	41.4186	-97.2521	NE
US10cumi002	41.8049	-96.6907	NE
US10cumi003	41.8664	-96.7995	NE
US10cumi005	41.9103	-96.6379	NE
US10cumi006	41.9826	-96.9095	NE
US10cumi007	41.82	-96.71	NE
US10cumi008	41.9301	-96.8078	NE
US10cumi009	42.0028	-96.5717	NE
US10cumi010	41.7973	-96.7926	NE
US10cumi011	42.0045	-96.7088	NE
US10cumi012	42.0149	-96.5756	NE
US10cust001	41.1325	-99.7503	NE
US10cust002	41.6544	-99.4623	NE
US10cust003	41.4206	-100.1929	NE
US10cust004	41.1492	-100.1954	NE
US10cust005	41.2685	-99.5322	NE
US10cust007	41.2891	-99.3739	NE
US10cust008	41.5246	-99.716	NE
US10cust009	41.5285	-99.8369	NE
US10cust010	41.1759	-99.6131	NE
US10cust011	41.5008	-100.0225	NE
US10cust012	41.6293	-99.9052	NE
US10cust013	41.689	-99.9324	NE
US10cust014	41.5419	-100.0685	NE
US10cust015	41.7171	-99.9848	NE
US10cust016	41.6	-99.7523	NE
US10cust017	41.2252	-99.6644	NE
US10cust020	41.2793	-100.1589	NE
US10cust021	41.4517	-99.9745	NE
US10cust022	41.409	-99.4638	NE
US10cust027	41.7346	-99.6987	NE
US10cust028	41.6399	-99.3898	NE
US10cust029	41.5562	-99.2362	NE
US10cust032	41.4189	-99.8858	NE
US10cust035	41.5661	-100.0212	NE
US10cust039	41.2888	-99.9237	NE
US10cust040	41.2868	-99.7077	NE
US10cust041	41.4004	-99.5844	NE
US10cust042	41.6273	-99.741	NE
US10cust045	41.412	-99.6378	NE
US10cust046	41.4816	-99.8928	NE
US10dako002	42.3484	-96.6192	NE
US10dako003	42.3882	-96.5916	NE
US10dawe001	42.8292	-102.9939	NE
US10dawe002	42.8304	-102.9956	NE
US10dawe003	42.7696	-103.0213	NE
US10dawe005	42.7177	-103.0117	NE
US10dawe006	42.6675	-103.2848	NE
US10dawe007	42.8037	-103.0531	NE
US10dawe010	42.6256	-102.8125	NE
US10dawe011	42.5602	-103.0704	NE
US10dawe012	42.7625	-103.3398	NE
US10dawe013	42.5495	-103.3619	NE
US10dawe015	42.4525	-102.9868	NE
US10dawe016	42.6975	-103.3779	NE
US10dawe017	42.4672	-103.145	NE
US10dawe018	42.5116	-103.1096	NE
US10dawe019	42.7123	-103.0049	NE
US10dawe023	42.457	-102.9293	NE
US10dawe025	42.8475	-103.0671	NE
US10dawe026	42.668	-103.0668	NE
US10dawe027	42.611	-103.0857	NE
US10dawe030	42.4549	-103.2334	NE
US10daws001	40.8658	-99.8494	NE
US10daws002	40.78	-99.72	NE
US10daws003	40.781	-99.5593	NE
US10daws004	40.8844	-100.0327	NE
US10daws005	40.7104	-99.7008	NE
US10daws006	40.694	-99.587	NE
US10daws007	41.0007	-100.1654	NE
US10daws008	40.7966	-99.9956	NE
US10daws009	40.8876	-100.1645	NE
US10daws010	40.9455	-99.5599	NE
US10daws011	40.9238	-99.4457	NE
US10daws012	41.0118	-99.6248	NE
US10daws013	40.7471	-99.4578	NE
US10daws014	40.7135	-99.5213	NE
US10daws015	40.7099	-100.1229	NE
US10daws017	40.8715	-99.981	NE
US10daws018	40.9394	-100.1577	NE
US10deue001	41.0936	-102.4766	NE
US10deue002	41.0955	-102.471	NE
US10deue003	41.087	-102.4699	NE
US10deue004	41.1496	-102.3234	NE
US10deue005	41.1106	-102.3243	NE
US10deue009	41.0613	-102.0896	NE
US10deue010	41.1297	-102.4565	NE
US10deue012	41.0479	-102.5835	NE
US10deue013	41.0946	-102.4586	NE
US10deue015	41.0025	-102.241	NE
US10deue016	41.0557	-102.074	NE
US10deue018	41.1828	-102.5743	NE
US10deue020	41.1266	-102.246	NE
US10deue021	41.0911	-102.5577	NE
US10deue025	41.0942	-102.4764	NE
US10dixo001	42.4273	-96.9774	NE
US10dixo003	42.3056	-96.7977	NE
US10dixo005	42.5618	-96.7053	NE
US10dixo006	42.5766	-96.8686	NE
US10dodg005	41.668	-96.628	NE
US10dodg012	41.6544	-96.5097	NE
US10doug001	41.2201	-96.1474	NE
US10doug002	41.199	-96.1841	NE
US10doug005	41.2582	-96.1784	NE
US10doug006	41.2658	-95.9927	NE
US10doug007	41.2811	-96.1593	NE
US10doug009	41.1977	-96.152	NE
US10doug012	41.289	-96.331	NE
US10doug013	41.3337	-95.9828	NE
US10doug014	41.2166	-96.1456	NE
US10doug015	41.32	-95.975	NE
US10doug018	41.2924	-96.0062	NE
US10doug019	41.1977	-96.0737	NE
US10doug020	41.2903	-96.0279	NE
US10doug021	41.2964	-96.2471	NE
US10doug022	41.114	-96.1323	NE
US10doug024	41.2844	-96.1014	NE
US10doug025	41.3639	-96.1558	NE
US10doug029	41.2523	-96.1839	NE
US10doug031	41.2585	-96.2296	NE
US10doug033	41.294	-96.1629	NE
US10doug035	41.269	-96.116	NE
US10doug036	41.3114	-96.1412	NE
US10doug046	41.3003	-96.0398	NE
US10doug051	41.3553	-96.2138	NE
US10doug052	41.2538	-96.3304	NE
US10doug053	41.2499	-96.1714	NE
US10doug054	41.3121	-96.1779	NE
US10doug055	41.3661	-96.3878	NE
US10doug057	41.2042	-96.1052	NE
US10doug059	41.206	-96.1812	NE
US10doug060	41.2687	-95.9869	NE
US10doug064	41.3348	-96.366	NE
US10dund001	40.0535	-101.5336	NE
US10dund002	40.1135	-101.4065	NE
US10dund003	40.0194	-101.3384	NE
US10dund004	40.1626	-101.6806	NE
US10dund005	40.1765	-101.39	NE
US10dund006	40.2061	-101.3638	NE
US10dund007	40.2213	-101.5863	NE
US10dund008	40.3158	-101.8781	NE
US10dund009	40.2787	-101.6933	NE
US10dund010	40.1177	-101.7821	NE
US10dund011	40.1548	-101.4734	NE
US10dund013	40.2894	-101.3616	NE
US10dund014	40.0757	-101.5947	NE
US10dund015	40.3361	-101.4339	NE
US10dund016	40.3219	-101.5138	NE
US10dund017	40.139	-101.8625	NE
US10dund018	40.3343	-101.3468	NE
US10dund019	40.1078	-101.5849	NE
US10dund020	40.3347	-101.3795	NE
US10dund022	40.2415	-101.7007	NE
US10dund023	40.12	-101.7334	NE
US10fill001	40.6386	-97.556	NE
US10fill002	40.634	-97.5841	NE
US10fill003	40.3785	-97.73	NE
US10fill005	40.5402	-97.672	NE
US10fill006	40.4067	-97.3739	NE
US10fill007	40.3509	-97.5014	NE
US10fill008	40.5195	-97.5985	NE
US10fill010	40.6539	-97.5199	NE
US10fill011	40.5866	-97.6917	NE
US10fill012	40.4886	-97.7485	NE
US10fill014	40.5357	-97.4347	NE
US10fill015	40.527	-97.5982	NE
US10fill019	40.4362	-97.483	NE
US10fran001	40.0747	-98.8176	NE
US10fran002	40.2732	-99.0295	NE
US10fran003	40.288	-98.9208	NE
US10fran004	40.098	-98.9572	NE
US10fran005	40.0781	-99.1414	NE
US10fran006	40.2623	-99.1075	NE
US10fran007	40.2776	-99.1562	NE
US10fran008	40.1071	-98.9437	NE
US10fran009	40.2478	-98.8561	NE
US10fran013	40.0576	-99.1572	NE
US10fran014	40.3363	-99.0419	NE
US10fran015	40.0999	-98.9228	NE
US10fron002	40.5556	-100.4389	NE
US10fron003	40.3726	-100.4113	NE
US10fron004	40.6295	-100.5277	NE
US10fron005	40.3652	-100.3659	NE
US10fron007	40.6595	-100.6237	NE
US10fron008	40.631	-100.5159	NE
US10fron009	40.6199	-100.0473	NE
US10fron010	40.6901	-100.0995	NE
US10fron011	40.57	-100.1177	NE
US10fron012	40.4063	-100.3632	NE
US10fron014	40.4028	-100.6412	NE
US10fron015	40.5081	-100.6456	NE
US10fron016	40.5523	-100.0582	NE
US10fron017	40.3882	-100.1712	NE
US10fron018	40.5422	-100.2858	NE
US10fron019	40.5021	-100.5022	NE
US10furn001	40.3021	-100.1547	NE
US10furn002	40.2928	-99.6693	NE
US10furn003	40.1823	-99.8051	NE
US10furn004	40.0502	-99.8189	NE
US10furn005	40.3073	-99.982	NE
US10furn006	40.0096	-99.9996	NE
US10furn007	40.0732	-99.6668	NE
US10furn008	40.0887	-99.892	NE
US10furn009	40.2179	-100.0153	NE
US10furn010	40.1478	-99.8943	NE
US10furn014	40.133	-99.8238	NE
US10furn015	40.2463	-99.9516	NE
US10furn018	40.2499	-99.6375	NE
US10furn019	40.2596	-99.7367	NE
US10furn020	40.1145	-100.1042	NE
US10furn022	40.3083	-99.9056	NE
US10furn024	40.2215	-100.1086	NE
US10furn025	40.2854	-100.179	NE
US10furn031	40.0451	-100.0164	NE
US10gage002	40.2799	-96.7359	NE
US10gage003	40.0525	-96.5774	NE
US10gage004	40.3063	-96.875	NE
US10gage007	40.0305	-96.8817	NE
US10gage008	40.3642	-96.6782	NE
US10gage009	40.0086	-96.7029	NE
US10gage012	40.5008	-96.7049	NE
US10gage013	40.2911	-96.5367	NE
US10gage015	40.1312	-96.6284	NE
US10gage017	40.2143	-96.5954	NE
US10gage018	40.0445	-96.5112	NE
US10gage020	40.377	-96.9086	NE
US10gage021	40.4678	-96.829	NE
US10gage022	40.118	-96.879	NE
US10gage023	40.0731	-96.7611	NE
US10gage025	40.5039	-96.5896	NE
US10gage026	40.453	-96.5099	NE
US10gage033	40.4606	-96.5115	NE
US10gage035	40.267	-96.7144	NE
US10gage044	40.4914	-96.5204	NE
US10gard002	41.4093	-102.4439	NE
US10gard003	41.3342	-102.5328	NE
US10gard004	41.4114	-102.346	NE
US10gard007	41.8016	-102.5544	NE
US10gard008	41.2437	-102.5323	NE
US10gard009	41.3366	-102.1023	NE
US10gard010	41.9762	-102.3879	NE
US10gard011	41.4039	-102.3447	NE
US10gard016	41.2373	-102.4249	NE
US10gard019	41.388	-102.179	NE
US10garf001	41.7952	-99.1076	NE
US10garf002	42.022	-98.9171	NE
US10garf003	41.8614	-99.0989	NE
US10garf004	42.058	-98.9925	NE
US10garf005	42.0123	-98.899	NE
US10garf006	41.7862	-99.1309	NE
US10garf007	41.7223	-99.02	NE
US10garf009	41.7533	-99.1485	NE
US10garf010	41.8256	-99.1867	NE
US10garf011	41.9688	-99.1466	NE
US10gosp001	40.3974	-99.6763	NE
US10gosp002	40.4379	-99.8351	NE
US10gosp003	40.34	-99.5716	NE
US10gosp004	40.3873	-99.973	NE
US10gosp006	40.4087	-99.6633	NE
US10gran003	41.8177	-101.4405	NE
US10gran004	41.9685	-102.024	NE
US10gran008	41.971	-101.4603	NE
US10gran009	41.9993	-101.7542	NE
US10gran010	41.8993	-101.9545	NE
US10gran011	41.8507	-101.446	NE
US10gran013	41.9721	-101.4685	NE
US10gree002	41.6883	-98.3615	NE
US10gree003	41.4238	-98.6947	NE
US10gree004	41.4663	-98.6272	NE
US10gree005	41.4632	-98.4799	NE
US10gree006	41.6563	-98.7329	NE
US10gree007	41.6869	-98.3657	NE
US10gree009	41.7076	-98.4852	NE
US10gree010	41.582	-98.6543	NE
US10gree011	41.581	-98.3857	NE
US10gree012	41.4611	-98.4383	NE
US10hall001	40.9294	-98.3767	NE
US10hall002	40.9187	-98.3863	NE
US10hall003	40.9407	-98.3474	NE
US10hall004	40.8585	-98.3781	NE
US10hall005	40.7874	-98.3029	NE
US10hall006	41.0376	-98.6071	NE
US10hall007	41.018	-98.3042	NE
US10hall008	40.8229	-98.5984	NE
US10hall009	40.7734	-98.4137	NE
US10hall010	40.7467	-98.579	NE
US10hall011	41.0018	-98.6143	NE
US10hall012	40.8745	-98.5746	NE
US10hall014	40.7037	-98.7025	NE
US10hall015	40.9291	-98.3518	NE
US10hall016	40.9357	-98.3378	NE
US10hall017	40.8215	-98.4201	NE
US10hall018	40.7859	-98.6834	NE
US10hall019	40.8883	-98.5447	NE
US10hall020	40.8873	-98.7113	NE
US10hall021	40.9435	-98.3695	NE
US10hall026	40.9331	-98.3548	NE
US10hall027	40.9514	-98.4135	NE
US10hall035	40.898	-98.3619	NE
US10hall039	40.9894	-98.5117	NE
US10hall042	40.9436	-98.3706	NE
US10hall043	40.7921	-98.6456	NE
US10hami001	41.0539	-97.8878	NE
US10hami002	40.8863	-97.8748	NE
US10hami003	40.8598	-97.8425	NE
US10hami004	40.8583	-97.9881	NE
US10hami005	40.878	-97.8801	NE
US10hami006	41.0058	-97.9481	NE
US10hami008	40.945	-98.1132	NE
US10hami009	40.9592	-97.9823	NE
US10hami011	40.7849	-98.169	NE
US10hami012	41.0348	-97.8459	NE
US10hami013	40.8944	-98.2171	NE
US10hami015	40.7934	-98.0724	NE
US10hami016	40.8728	-98.0833	NE
US10hami017	40.9503	-97.9988	NE
US10hami019	40.989	-97.9976	NE
US10hami021	40.8724	-98.0108	NE
US10harl001	40.1011	-99.366	NE
US10harl002	40.1296	-99.3493	NE
US10harl004	40.1765	-99.5579	NE
US10harl007	40.1277	-99.4544	NE
US10harl008	40.0983	-99.3626	NE
US10harl009	40.1176	-99.2433	NE
US10harl010	40.1273	-99.5572	NE
US10harl012	40.3073	-99.3492	NE
US10harl013	40.2408	-99.2552	NE
US10harl014	40.129	-99.4512	NE
US10haye001	40.4525	-100.9292	NE
US10haye002	40.6826	-101.2432	NE
US10haye003	40.5106	-101.0202	NE
US10haye004	40.3999	-101.2766	NE
US10haye005	40.6963	-101.1418	NE
US10haye006	40.5296	-100.925	NE
US10haye007	40.6107	-100.8519	NE
US10haye008	40.3518	-101.0865	NE
US10haye009	40.4232	-101.211	NE
US10haye010	40.5537	-101.2957	NE
US10haye011	40.5865	-101.074	NE
US10haye012	40.3725	-101.0376	NE
US10haye013	40.6565	-100.8098	NE
US10hitc002	40.2121	-101.0503	NE
US10hitc003	40.2357	-100.7952	NE
US10hitc004	40.0882	-100.7859	NE
US10hitc005	40.1828	-101.0122	NE
US10hitc006	40.2728	-100.938	NE
US10hitc007	40.2241	-101.2674	NE
US10hitc008	40.1829	-101.088	NE
US10hitc010	40.2618	-101.2313	NE
US10hitc011	40.1402	-101.2014	NE
US10hitc012	40.1894	-101.2458	NE
US10hitc013	40.0802	-101.2408	NE
US10hitc014	40.1906	-100.8906	NE
US10hitc015	40.2336	-100.967	NE
US10hitc016	40.1697	-101.0091	NE
US10hitc017	40.296	-101.0147	NE
US10hitc018	40.0195	-100.8266	NE
US10hitc019	40.1796	-101.012	NE
US10hitc020	40.3353	-101.1509	NE
US10hitc022	40.2556	-101.277	NE
US10hitc024	40.2336	-100.8971	NE
US10hitc028	40.2336	-100.8003	NE
US10holt001	42.4604	-98.6583	NE
US10holt002	42.4727	-98.8074	NE
US10holt003	42.1165	-98.3411	NE
US10holt004	42.5362	-98.9771	NE
US10holt006	42.4656	-98.6328	NE
US10holt007	42.3867	-98.339	NE
US10holt008	42.4366	-98.4988	NE
US10holt009	42.3993	-98.4178	NE
US10holt010	42.1911	-98.6634	NE
US10holt011	42.1751	-98.4855	NE
US10holt012	42.1476	-99.1615	NE
US10holt014	42.5767	-99.0083	NE
US10holt015	42.6962	-98.6176	NE
US10holt016	42.7174	-98.8847	NE
US10holt018	42.7116	-98.5806	NE
US10holt019	42.1637	-99.0519	NE
US10holt022	42.6676	-98.9315	NE
US10holt023	42.1327	-98.4374	NE
US10holt024	42.7982	-98.6506	NE
US10holt029	42.7098	-98.5693	NE
US10hook001	42.0437	-101.0391	NE
US10hook002	41.9258	-101.146	NE
US10hook004	42.043	-101.0458	NE
US10hook006	41.8745	-101.0929	NE
US10hook007	42.162	-100.6148	NE
US10hook008	42.0041	-100.985	NE
US10howa001	41.2185	-98.4512	NE
US10howa002	41.2915	-98.6149	NE
US10howa003	41.0732	-98.7139	NE
US10howa004	41.0902	-98.5014	NE
US10howa005	41.122	-98.5533	NE
US10howa007	41.3219	-98.3255	NE
US10howa008	41.3219	-98.428	NE
US10howa009	41.323	-98.7126	NE
US10howa010	41.1063	-98.672	NE
US10jeff001	40.0284	-96.9355	NE
US10jeff002	40.082	-97.3306	NE
US10jeff003	40.2669	-97.3169	NE
US10jeff004	40.2049	-97.3243	NE
US10jeff005	40.1518	-97.3339	NE
US10jeff006	40.25	-97.217	NE
US10jeff009	40.0599	-97.0435	NE
US10jeff011	40.304	-96.9906	NE
US10jeff012	40.3318	-96.9568	NE
US10jeff013	40.1123	-96.9376	NE
US10jeff014	40.3073	-97.3119	NE
US10jeff016	40.1971	-96.9734	NE
US10jeff018	40.1478	-97.0921	NE
US10jeff019	40.3208	-97.1883	NE
US10jeff020	40.1468	-97.1524	NE
US10jeff021	40.3296	-97.1982	NE
US10jeff023	40.2335	-97.0303	NE
US10jeff025	40.31	-96.9543	NE
US10john001	40.3776	-96.1679	NE
US10john002	40.4644	-96.2337	NE
US10john003	40.2912	-96.1986	NE
US10john004	40.3428	-96.1039	NE
US10john005	40.4431	-96.3216	NE
US10john006	40.3779	-96.0707	NE
US10john007	40.4799	-96.1068	NE
US10john008	40.3026	-96.4185	NE
US10john009	40.4471	-96.4384	NE
US10john010	40.3726	-96.1795	NE
US10john012	40.4239	-96.2904	NE
US10john013	40.2914	-96.2829	NE
US10john014	40.4618	-96.3787	NE
US10john015	40.3777	-96.3155	NE
US10john016	40.3348	-96.2326	NE
US10john017	40.4168	-96.3687	NE
US10john020	40.5124	-96.3892	NE
